software_string,type,cpe_part,vendor,product,cna_source,cpe_combined_score,vendor_similarity_score,product_similarity_score,vendor_simple_similarity,product_simple_similarity,vendor_product_count,vendor_vulnerability_count,product_vulnerability_count,recommender_level,recommender_order,recommender_type
Avaya:ERS 4000 series,HARDWARE,h,hikvision,ds-2dfx_series,UNKNOWN,0.6541,-0.067160987,0.048429248,0.077849894,0.668042657,275,2,0,VENDOR,REJECT,hardware
Avaya:ERS 4000 series,HARDWARE,h,hikvision,ds-2cd63xx_series,UNKNOWN,0.6541,-0.067160987,-0.016745106,0.077849894,0.603022689,275,2,0,VENDOR,REJECT,hardware
Avaya:ERS 4000 series,HARDWARE,o,hikvision,ds-2dfx_series_firmware,UNKNOWN,0.5564,-0.067160987,0.03197018,0.077849894,0.682323045,275,2,0,VENDOR,REJECT,operatingsystem
Avaya:ERS 4000 series,HARDWARE,o,hikvision,ds-2cd63xx_series_firmware,UNKNOWN,0.5564,-0.067160987,-0.019714693,0.077849894,0.660187731,275,2,0,VENDOR,REJECT,operatingsystem
Oracle:Application Framework,SOFTWARE,a,jenkins,dynatrace_application_monitoring,Jenkins Project,0.8784,0.124885581,0.055645305,0.136082763,0.860753367,10500,248,0,PRODUCT,LOW,application
Mandriva:Linux,SOFTWARE,o,suse,linux,SUSE,0.719,0.11377054,-0.052203546,0,1,607,175,0,PRODUCT,HIGH,operatingsystem
-:Python-Ogre,SOFTWARE,a,facebook,arabic_troll_football,"Facebook, Inc.",0.3764,0.122222675,0.126646217,0,0.412393049,2013,107,0,PRODUCT,REJECT,application
-:Python-Ogre,SOFTWARE,a,jenkins,aws_elastic_beanstalk_publisher,Jenkins Project,0.3538,0.172811318,0.152052882,0,0.310529502,10500,248,0,PRODUCT,REJECT,application
-:Python-Ogre,SOFTWARE,a,redhat,daredevil_skk,"Red Hat, Inc.",0.3516,0.208260182,0.078736684,0,0.204124145,9041,1096,0,PRODUCT,REJECT,application
-:Python-Ogre,SOFTWARE,a,redhat,gdk_pixbuf,"Red Hat, Inc.",0.3509,0.208260182,0.294614469,0,0.19245009,9041,1096,0,PRODUCT,REJECT,application
-:Python-Ogre,SOFTWARE,a,redhat,rhel_cluster,"Red Hat, Inc.",0.3337,0.208260182,0.073371868,0,0.420084025,9041,1096,0,PRODUCT,REJECT,application
-:Python-Ogre,SOFTWARE,a,redhat,rhel_extras,"Red Hat, Inc.",0.3236,0.208260182,0.175549769,0,0.46291005,9041,1096,0,PRODUCT,REJECT,application
-:Python-Ogre,SOFTWARE,a,redhat,rhel_virtualization,"Red Hat, Inc.",0.3221,0.208260182,0.247622897,0,0.459279327,9041,1096,0,PRODUCT,REJECT,application
-:Python-Ogre,SOFTWARE,a,redhat,wu_ftpd,"Red Hat, Inc.",0.3216,0.208260182,-0.021502379,0,0.23570226,9041,1096,0,PRODUCT,REJECT,application
-:Python-Ogre,SOFTWARE,a,redhat,jboss_fuse_esb_enterprise,"Red Hat, Inc.",0.3066,0.208260182,0.086756271,0,0.426401433,9041,1096,0,PRODUCT,REJECT,application
-:Python-Ogre,SOFTWARE,a,symantec,intruder_alert,Symantec Corporation,0.3305,0.25579287,0.179990368,0,0.481543412,1896,586,0,PRODUCT,REJECT,application
Avaya:ERS 4000 series,HARDWARE,a,polycom,group_series,UNKNOWN,0.5769,-0.141940359,0.01044692,0.100503782,0.717740563,431,1,0,VENDOR,REJECT,application
-:Python-Ogre,SOFTWARE,a,symantec,raptor_firewall,Symantec Corporation,0.3067,0.25579287,0.056641596,0,0.471404521,1896,586,0,PRODUCT,REJECT,application
-:Python-Ogre,SOFTWARE,a,asus,atk_package,UNKNOWN,0.3134,0.091413514,-0.022425275,0,0.272165527,851,161,0,PRODUCT,REJECT,application
-:Python-Ogre,SOFTWARE,h,samsung,sth-eth-250,UNKNOWN,0.3129,0.092454507,0.913126513,0,0.400320385,730,209,0,PRODUCT,REJECT,hardware
-:Python-Ogre,SOFTWARE,a,sap,cla-assistant,SAP SE,0.3128,0.303678223,0.914364271,0,0.169841555,1970,851,0,PRODUCT,REJECT,application
-:Python-Ogre,SOFTWARE,a,sap,emr_unwired,SAP SE,0.3123,0.303678223,0.072026515,0,0.385758375,1970,851,0,PRODUCT,REJECT,application
-:Python-Ogre,SOFTWARE,a,sap,maxdb_odbc_driver,SAP SE,0.3114,0.303678223,0.269027964,0,0.288675135,1970,851,0,PRODUCT,REJECT,application
-:Python-Ogre,SOFTWARE,a,oracle,mojarra_javaserver_faces,Oracle,0.312,0.22192516,0.090420079,0,0.319801075,7570,4455,0,PRODUCT,REJECT,application
-:Python-Ogre,SOFTWARE,h,abb,pm554-tp-eth,"Rapid7, Inc.",0.3076,0.06788841,0.916706802,0,0.433012702,452,259,0,PRODUCT,REJECT,hardware
-:Python-Ogre,SOFTWARE,h,abb,pm592-eth,"Rapid7, Inc.",0.3053,0.06788841,0,0,0.40824829,452,259,0,PRODUCT,REJECT,hardware
-:Python-Ogre,SOFTWARE,h,abb,pm590-eth,"Rapid7, Inc.",0.3053,0.06788841,0,0,0.40824829,452,259,0,PRODUCT,REJECT,hardware
-:Python-Ogre,SOFTWARE,h,abb,pm585-eth,"Rapid7, Inc.",0.3053,0.06788841,0,0,0.365148372,452,259,0,PRODUCT,REJECT,hardware
-:Python-Ogre,SOFTWARE,h,abb,pm581-eth-v14x,"Rapid7, Inc.",0.3053,0.06788841,0.952089819,0,0.3086067,452,259,0,PRODUCT,REJECT,hardware
-:Python-Ogre,SOFTWARE,a,suse,suse_sled_beagle,SUSE,0.3065,0.18937908,0.165501569,0,0.247536886,607,175,0,PRODUCT,REJECT,application
-:Kdenlive,SOFTWARE,a,amd,fglrx-driver,Talos,0.3943,0.171813671,0.063163735,0,0.460178993,229,150,0,PRODUCT,REJECT,application
-:Kdenlive,SOFTWARE,a,debian,cifs-utils,Apache Software Foundation,0.2948,0.09229338,0.062577283,0,0.263117406,2169,844,0,PRODUCT,REJECT,application
-:Kdenlive,SOFTWARE,a,apple,mpeg2_codec,Adobe Systems Incorporated,0.3301,0.09484732,0.594076822,0,0.422577127,2386,2890,0,PRODUCT,REJECT,application
-:Kdenlive,SOFTWARE,a,oracle,xvm_virtualbox,Oracle,0.3182,0.22192516,-0.221476295,0,0.306785996,7570,4455,0,PRODUCT,REJECT,application
Avaya:ERS 4000 series,HARDWARE,o,barraguard,barracuda_link_balancer_series_firmware,UNKNOWN,0.5323,-0.149834102,-0.029180838,0.578541912,0.51796977,8,0,0,VENDOR,REJECT,operatingsystem
Avaya:ERS 4000 series,HARDWARE,o,omron,ns_series_firmware,ICS-CERT,0.5288,-0.105178235,-0.010771843,0,0.754336509,107,18,0,VENDOR,REJECT,operatingsystem
Avaya:ERS 4000 series,HARDWARE,o,omron,ns_series_system_program_firmware,ICS-CERT,0.4929,-0.105178235,0.060520161,0,0.711683572,107,18,0,VENDOR,REJECT,operatingsystem
Avaya:ERS 4000 series,HARDWARE,o,eaton,emaxxx_series_epdu_firmware,Eaton,0.5155,-0.000919915,0,0.404519917,0.631031503,87,13,0,VENDOR,REJECT,operatingsystem
Avaya:ERS 4000 series,HARDWARE,o,eaton,emaaxx_series_epdu_firmware,Eaton,0.5155,-0.000919915,0,0.404519917,0.631031503,87,13,0,VENDOR,REJECT,operatingsystem
Avaya:ERS 4000 series,HARDWARE,o,eaton,eamxxx_series_epdu_firmware,Eaton,0.5155,-0.000919915,0,0.404519917,0.631031503,87,13,0,VENDOR,REJECT,operatingsystem
Avaya:ERS 4000 series,HARDWARE,o,eaton,eamaxx_series_epdu_firmware,Eaton,0.5155,-0.000919915,0,0.404519917,0.631031503,87,13,0,VENDOR,REJECT,operatingsystem
Avaya:ERS 4000 series,HARDWARE,o,eaton,eswaxx_series_epdu_firmware,Eaton,0.5155,-0.000919915,0,0.404519917,0.696310624,87,13,0,VENDOR,REJECT,operatingsystem
Avaya:ERS 4000 series,HARDWARE,o,netap,e-series_santricity_os_controller,UNKNOWN,0.4698,0.078123367,0.041822647,0.404519917,0.645826812,2,0,0,VENDOR,REJECT,operatingsystem
Avaya:ERS 8800 Series,HARDWARE,h,fanuc,series_31i,UNKNOWN,0.7397,0.032102597,0.12934839,0.404519917,0.741982233,66,32,1,VENDOR,REJECT,hardware
Avaya:ERS 8800 Series,HARDWARE,h,fanuc,series_32i-b_plus,UNKNOWN,0.6383,0.032102597,0.074832344,0.404519917,0.696573796,66,32,1,VENDOR,REJECT,hardware
Avaya:ERS 8800 Series,HARDWARE,o,fanuc,series_32i-b_plus_firmware,UNKNOWN,0.5474,0.032102597,0.074832344,0.404519917,0.714996641,66,32,1,VENDOR,REJECT,operatingsystem
Avaya:ERS 8800 Series,HARDWARE,h,fanuc,series_0i-mate_d,UNKNOWN,0.5429,0.032102597,0.074832344,0.404519917,0.786456181,66,32,1,VENDOR,REJECT,hardware
Avaya:ERS 8800 Series,HARDWARE,h,fanuc,series_16i,UNKNOWN,0.5328,0.032102597,0.075072014,0.404519917,0.741982233,66,32,1,VENDOR,REJECT,hardware
Avaya:ERS 8800 Series,HARDWARE,o,fanuc,series_31i_firmware,UNKNOWN,0.5319,0.032102597,0.089190685,0.404519917,0.708646314,66,32,1,VENDOR,REJECT,operatingsystem
Avaya:ERS 8800 Series,HARDWARE,h,fanuc,series_0i-model_f_plus,UNKNOWN,0.5019,0.032102597,0.074832344,0.404519917,0.739249324,66,32,1,VENDOR,REJECT,hardware
Avaya:ERS 8800 Series,HARDWARE,o,fanuc,series_0i-model_f_plus_firmware,UNKNOWN,0.4813,0.032102597,0.074832344,0.404519917,0.729916677,66,32,1,VENDOR,REJECT,operatingsystem
Avaya:ERS 8800 Series,HARDWARE,h,fanuc,series_18i,UNKNOWN,0.4795,0.032102597,-0.107254797,0.404519917,0.834730012,66,32,1,VENDOR,REJECT,hardware
Avaya:ERS 8800 Series,HARDWARE,o,fanuc,series_0i-mate_d_firmware,UNKNOWN,0.4675,0.032102597,0.074832344,0.404519917,0.72934341,66,32,1,VENDOR,REJECT,operatingsystem
Avaya:ERS 8800 Series,HARDWARE,o,fanuc,series_16i_firmware,UNKNOWN,0.4661,0.032102597,-0.026031079,0.404519917,0.708646314,66,32,1,VENDOR,REJECT,operatingsystem
Avaya:ERS 8800 Series,HARDWARE,h,fanuc,series_18i-wb,UNKNOWN,0.4622,0.032102597,0.113702162,0.404519917,0.784092315,66,32,1,VENDOR,REJECT,hardware
Avaya:ERS 8800 Series,HARDWARE,h,fanuc,series_21i-model_b,UNKNOWN,0.4613,0.032102597,0.074832344,0.404519917,0.682500148,66,32,1,VENDOR,REJECT,hardware
Avaya:ERS 8800 Series,HARDWARE,o,fanuc,series_21i-model_b_firmware,UNKNOWN,0.4586,0.032102597,0.074832344,0.404519917,0.679043864,66,32,1,VENDOR,REJECT,operatingsystem
Avaya:ERS 8800 Series,HARDWARE,h,fanuc,series_0i-model_d,UNKNOWN,0.4432,0.032102597,0.074832344,0.404519917,0.739693451,66,32,1,VENDOR,REJECT,hardware
Avaya:ERS 8800 Series,HARDWARE,h,fanuc,series_0i-model_f,UNKNOWN,0.4387,0.032102597,0.074832344,0.404519917,0.769897354,66,32,1,VENDOR,REJECT,hardware
Avaya:ERS 8800 Series,HARDWARE,h,iss,proventia_m_series_xpu,UNKNOWN,0.6853,-0.1088399,0.106923526,0,0.656570669,247,0,0,VENDOR,REJECT,hardware
Avaya:ERS 8800 Series,HARDWARE,h,iss,proventia_g_series_xpu,UNKNOWN,0.5199,-0.1088399,-0.020481618,0,0.656570669,247,0,0,VENDOR,REJECT,hardware
Avaya:ERS 8800 Series,HARDWARE,h,hikvision,ds-2cd63xx_series,UNKNOWN,0.6466,-0.067160987,0.148900883,0.077849894,0.622171017,275,2,0,VENDOR,REJECT,hardware
Avaya:ERS 8800 Series,HARDWARE,h,hikvision,ds-2dfx_series,UNKNOWN,0.6466,-0.067160987,0.143581665,0.077849894,0.689255623,275,2,0,VENDOR,REJECT,hardware
Avaya:ERS 8800 Series,HARDWARE,o,hikvision,ds-2cd63xx_series_firmware,UNKNOWN,0.5548,-0.067160987,-0.142204652,0.077849894,0.681151272,275,2,0,VENDOR,REJECT,operatingsystem
Avaya:ERS 8800 Series,HARDWARE,o,hikvision,ds-2dfx_series_firmware,UNKNOWN,0.5548,-0.067160987,0.125897098,0.077849894,0.703989469,275,2,0,VENDOR,REJECT,operatingsystem
Avaya:ERS 8800 Series,HARDWARE,o,omron,ns_series_firmware,ICS-CERT,0.5335,-0.105178235,0.119506807,0,0.778289642,107,18,0,VENDOR,REJECT,operatingsystem
Avaya:ERS 8800 Series,HARDWARE,o,omron,ns_series_system_program_firmware,ICS-CERT,0.4646,-0.105178235,0.139599493,0,0.734282307,107,18,0,VENDOR,REJECT,operatingsystem
Avaya:ERS 8800 Series,HARDWARE,a,polycom,group_series,UNKNOWN,0.5315,-0.141940359,0.091487124,0.100503782,0.740531631,431,1,0,VENDOR,REJECT,application
Avaya:ERS 8800 Series,HARDWARE,o,eaton,eamxxx_series_epdu_firmware,Eaton,0.5275,-0.000919915,0,0.404519917,0.65106922,87,13,0,VENDOR,REJECT,operatingsystem
Avaya:ERS 8800 Series,HARDWARE,o,eaton,emaaxx_series_epdu_firmware,Eaton,0.5275,-0.000919915,0,0.404519917,0.65106922,87,13,0,VENDOR,REJECT,operatingsystem
Avaya:ERS 8800 Series,HARDWARE,o,eaton,emaxxx_series_epdu_firmware,Eaton,0.5275,-0.000919915,0,0.404519917,0.65106922,87,13,0,VENDOR,REJECT,operatingsystem
Avaya:ERS 8800 Series,HARDWARE,o,eaton,eswaxx_series_epdu_firmware,Eaton,0.5275,-0.000919915,0,0.404519917,0.718421208,87,13,0,VENDOR,REJECT,operatingsystem
Avaya:ERS 8800 Series,HARDWARE,o,eaton,eamaxx_series_epdu_firmware,Eaton,0.5275,-0.000919915,0,0.404519917,0.65106922,87,13,0,VENDOR,REJECT,operatingsystem
Avaya:ERS 8800 Series,HARDWARE,o,barraguard,barracuda_link_balancer_series_firmware,UNKNOWN,0.5192,-0.149834102,-0.111063482,0.578541912,0.534417335,8,0,0,VENDOR,REJECT,operatingsystem
Avaya:ERS 8800 Series,HARDWARE,o,advantech,eki-1322_series_firmware,ICS-CERT,0.4625,-0.063915428,0.109768488,0.636363636,0.692763308,261,57,0,VENDOR,REJECT,operatingsystem
Avaya:ERS 8800 Series,HARDWARE,o,advantech,eki-1321_series_firmware,ICS-CERT,0.462,-0.063915428,0.062024564,0.636363636,0.692763308,261,57,0,VENDOR,REJECT,operatingsystem
Avaya:ERS 8800 Series,HARDWARE,o,advantech,eki-122x_series_firmware,ICS-CERT,0.4619,-0.063915428,-0.142803775,0.636363636,0.692763308,261,57,0,VENDOR,REJECT,operatingsystem
Avaya:TN799,HARDWARE,a,avaya,octeldesigner,"Avaya, Inc.",1,-0.110799685,0,1,0.173421994,712,52,0,VENDOR,HIGHEST,application
Avaya:TN799,HARDWARE,a,avaya,weblm,"Avaya, Inc.",1,-0.110799685,0,1,0,712,52,2,VENDOR,HIGHEST,application
Avaya:TN799,HARDWARE,h,avaya,9608,"Avaya, Inc.",1,-0.110799685,0,1,0.377964473,712,52,0,VENDOR,HIGHEST,hardware
Avaya:TN799,HARDWARE,a,avaya,-,"Avaya, Inc.",1,-0.110799685,0,1,0,712,52,0,VENDOR,HIGHEST,application
Avaya:TN799,HARDWARE,h,avaya,9641gs,"Avaya, Inc.",1,-0.110799685,0,1,0.3086067,712,52,0,VENDOR,HIGHEST,hardware
Avaya:TN799,HARDWARE,h,avaya,96x1_ip_deskphone,"Avaya, Inc.",0.9997,-0.110799685,0,1,0.260132991,712,52,0,VENDOR,HIGHEST,hardware
Avaya:TN799,HARDWARE,a,avaya,ip_softphone,"Avaya, Inc.",0.9971,-0.110799685,0,1,0.195180015,712,52,0,VENDOR,HIGHEST,application
Avaya:TN799,HARDWARE,h,avaya,sg5,"Avaya, Inc.",0.9965,-0.110799685,0,1,0,712,52,0,VENDOR,HIGHEST,hardware
Avaya:TN799,HARDWARE,h,avaya,s8100,"Avaya, Inc.",0.9965,-0.110799685,0,1,0,712,52,0,VENDOR,HIGHEST,hardware
Avaya:TN799,HARDWARE,h,avaya,s8300,"Avaya, Inc.",0.9957,-0.110799685,0,1,0,712,52,0,VENDOR,HIGHEST,hardware
Avaya:TN799,HARDWARE,a,avaya,mn100,"Avaya, Inc.",0.9953,-0.110799685,0,1,0.142857143,712,52,0,VENDOR,HIGHEST,application
Avaya:TN799,HARDWARE,h,avaya,ag250,"Avaya, Inc.",0.9952,-0.110799685,0,1,0,712,52,0,VENDOR,HIGHEST,hardware
Avaya:TN799,HARDWARE,a,avaya,vpnremote,"Avaya, Inc.",0.9951,-0.110799685,0,1,0.227921153,712,52,0,VENDOR,HIGHEST,application
Avaya:TN799,HARDWARE,h,avaya,s3400,"Avaya, Inc.",0.9942,-0.110799685,0,1,0,712,52,0,VENDOR,HIGHEST,hardware
Avaya:TN799,HARDWARE,h,avaya,sg200,"Avaya, Inc.",0.9936,-0.110799685,0,1,0,712,52,0,VENDOR,HIGHEST,hardware
Avaya:TN799,HARDWARE,h,avaya,sg203,"Avaya, Inc.",0.9933,-0.110799685,0,1,0,712,52,0,VENDOR,HIGHEST,hardware
Avaya:TN799,HARDWARE,a,avaya,callpilot,"Avaya, Inc.",0.9927,-0.110799685,0,1,0.097590007,712,52,0,VENDOR,HIGHEST,application
Avaya:TN799,HARDWARE,a,avaya,vpnmanager,"Avaya, Inc.",0.9927,-0.110799685,0,1,0.202030509,712,52,0,VENDOR,HIGHEST,application
Avaya:TN799,HARDWARE,h,avaya,cs1000e,"Avaya, Inc.",0.9925,-0.110799685,0,1,0,712,52,0,VENDOR,HIGHEST,hardware
Avaya:TN799,HARDWARE,a,avaya,aura,"Avaya, Inc.",0.9923,-0.110799685,0,1,0,712,52,0,VENDOR,HIGHEST,application
Avaya:TN799,HARDWARE,h,avaya,s8500,"Avaya, Inc.",0.9909,-0.110799685,0,1,0,712,52,0,VENDOR,HIGHEST,hardware
Avaya:TN799,HARDWARE,a,avaya,iq,"Avaya, Inc.",0.9908,-0.110799685,0,1,0,712,52,0,VENDOR,HIGHEST,application
Avaya:TN799,HARDWARE,h,avaya,s8710,"Avaya, Inc.",0.9904,-0.110799685,0,1,0.169030851,712,52,0,VENDOR,HIGHEST,hardware
Avaya:TN799,HARDWARE,h,avaya,s8700,"Avaya, Inc.",0.9901,-0.110799685,0,1,0.142857143,712,52,0,VENDOR,HIGHEST,hardware
Avaya:TN799,HARDWARE,h,avaya,sg208,"Avaya, Inc.",0.9892,-0.110799685,0,1,0,712,52,0,VENDOR,HIGHEST,hardware
Avaya:TN799,HARDWARE,a,avaya,libsafe,"Avaya, Inc.",0.9888,-0.110799685,0,1,0,712,52,0,VENDOR,HIGHEST,application
Avaya:TN799,HARDWARE,a,avaya,operational_analyst,"Avaya, Inc.",0.9073,-0.110799685,0,1,0.245255736,712,52,0,VENDOR,HIGHEST,application
Avaya:TN799,HARDWARE,a,avaya,callback_assist,"Avaya, Inc.",0.9002,-0.110799685,0,1,0.069006556,712,52,8,VENDOR,HIGHEST,application
Avaya:TN799,HARDWARE,a,avaya,orchestration_designer,"Avaya, Inc.",0.8942,-0.110799685,0,1,0.230556167,712,52,0,VENDOR,HIGHEST,application
Avaya:TN799,HARDWARE,a,avaya,aura_orchestration_designer,"Avaya, Inc.",0.8923,-0.110799685,0,1,0.196827133,712,52,1,VENDOR,HIGHEST,application
Avaya:TN799,HARDWARE,a,avaya,ip_agent,"Avaya, Inc.",0.8787,-0.110799685,0,1,0.285714286,712,52,0,VENDOR,HIGHEST,application
Avaya:TN799,HARDWARE,a,broadcom,ca_automic_sysload,UNKNOWN,0.9052,-0.01339396,0,0.286038777,0.071428571,1187,63,1,VENDOR,REJECT,application
Avaya:TN799,HARDWARE,a,broadcom,ca_spectrum,UNKNOWN,0.9048,-0.01339396,0,0.286038777,0.109108945,1187,63,0,VENDOR,REJECT,application
Avaya:TN799,HARDWARE,a,broadcom,ca_automic_dollar_universe,UNKNOWN,0.9021,-0.01339396,0,0.286038777,0.115278084,1187,63,1,VENDOR,REJECT,application
Avaya:TN799,HARDWARE,a,puppet,puppetlabs-apache,Puppet,0.8977,-0.063499947,0,0,0.062994079,1596,10,0,VENDOR,REJECT,application
Avaya:TN799,HARDWARE,o,bluecoat,cacheos_ca,UNKNOWN,0.8911,0.05276299,0,0.319801075,0,222,0,0,VENDOR,REJECT,operatingsystem
Cisco:Wireless IP Phone 7920,HARDWARE,o,cisco,conference_connection,"Cisco Systems, Inc.",0.9618,0.192943885,0.252290709,1,0.493739609,30872,18241,0,PRODUCT,LOWEST,operatingsystem
Intel:Display Power Saving Technology,HARDWARE,h,intel,server_system_lsvrp4304es6xx1,CERT@VDE,0.945,0.158412582,0.105487642,1,0.493731014,15747,16546,22,PRODUCT,LOWEST,hardware
HP:business desktops,HARDWARE,h,hp,500ps_network_printer,HP Inc.,0.9869,0.169687272,0.254357393,1,0.493567647,15008,2593,0,PRODUCT,LOWEST,hardware
Oracle:VM VirtualBox,SOFTWARE,a,oracle,hospitality_cruise_affairwhere,Oracle,0.8183,0.242596053,-0.045458618,1,0.493463771,7570,4455,0,PRODUCT,LOWEST,application
HP:Utility Data Center,HARDWARE,a,hp,smart_zero_core,HP Inc.,0.7148,0.169687272,0.058310012,1,0.493435164,15008,2593,0,PRODUCT,LOWEST,application
IBM:Solid Logic Technology,HARDWARE,a,ibm,systems_director,IBM Corporation,0.8995,-0.016085702,0.03853113,1,0.493220025,12815,2902,0,PRODUCT,LOWEST,application
Adobe:Premiere Pro,SOFTWARE,a,adobe,extendscript_toolkit,Adobe Systems Incorporated,0.9459,0.316640541,0.143611546,1,0.493196962,3230,1297,0,PRODUCT,LOWEST,application
Microsoft:FreeCell,SOFTWARE,a,microsoft,sysinternals_debugview,Microsoft Corporation,0.7896,0.050396025,0.078543781,1,0.493196962,5032,16642,0,PRODUCT,LOWEST,application
Avaya:TN799,HARDWARE,a,altiris,cmdb,UNKNOWN,0.8781,-0.100252782,0,0.301511345,0,461,0,0,VENDOR,REJECT,application
Avaya:Unified Communications Management,HARDWARE,a,broadcom,unified_infrastructure_management,UNKNOWN,0.9685,-0.01339396,0.1114725,0.286038777,0.870027903,1187,63,4,VENDOR,REJECT,application
Avaya:Unified Communications Management,HARDWARE,a,broadcom,unified_infrastructure_management_snap,UNKNOWN,0.968,-0.01339396,0,0.286038777,0.87461104,1187,63,0,VENDOR,REJECT,application
Avaya:Unified Communications Management,HARDWARE,a,broadcom,etrust_integrated_threat_management,UNKNOWN,0.9617,-0.01339396,0.098778561,0.286038777,0.68760964,1187,63,0,VENDOR,REJECT,application
Avaya:Unified Communications Management,HARDWARE,a,broadcom,integrated_threat_management,UNKNOWN,0.9617,-0.01339396,-0.110791585,0.286038777,0.724589014,1187,63,0,VENDOR,REJECT,application
Avaya:Unified Communications Management,HARDWARE,a,broadcom,etrust_threat_management_console,UNKNOWN,0.9475,-0.01339396,0.087982552,0.286038777,0.739523717,1187,63,0,VENDOR,REJECT,application
Avaya:Unified Communications Management,HARDWARE,a,broadcom,asset_management_performance_liteagent,UNKNOWN,0.915,-0.01339396,0.219051122,0.286038777,0.791776091,1187,63,0,VENDOR,REJECT,application
Avaya:Unified Communications Management,HARDWARE,a,broadcom,ca_performance_management,UNKNOWN,0.8848,-0.01339396,-0.236301478,0.286038777,0.788492847,1187,63,0,VENDOR,REJECT,application
Avaya:Unified Communications Management,HARDWARE,a,novell,zenworks_remote_management,UNKNOWN,0.9493,-0.086478753,0.252769028,0.106600358,0.743834305,602,0,0,VENDOR,REJECT,application
Avaya:Unified Communications Management,HARDWARE,a,novell,zenworks_configuration_management,UNKNOWN,0.935,-0.086478753,0.308793502,0.106600358,0.88882319,602,0,0,VENDOR,REJECT,application
Avaya:Unified Communications Management,HARDWARE,a,novell,zenworks_desktop_management,UNKNOWN,0.897,-0.086478753,0.202849182,0.106600358,0.733217332,602,0,0,VENDOR,REJECT,application
Avaya:Unified Communications Management,HARDWARE,a,novell,suse_lifecycle_management_server,UNKNOWN,0.8816,-0.086478753,-0.004015725,0.106600358,0.674271624,602,0,0,VENDOR,REJECT,application
Avaya:Unified Communications Management,HARDWARE,a,novell,zenworks_patch_management_server,UNKNOWN,0.8779,-0.086478753,0.181490863,0.106600358,0.696473763,602,0,0,VENDOR,REJECT,application
Avaya:Unified Communications Management,HARDWARE,a,novell,zenworks_server_management,UNKNOWN,0.8709,-0.086478753,0.156952819,0.106600358,0.664526843,602,0,0,VENDOR,REJECT,application
Avaya:Unified Communications Management,HARDWARE,a,altiris,asset_management_solution,UNKNOWN,0.9472,-0.100252782,0.078957696,0.301511345,0.82895433,461,0,0,VENDOR,REJECT,application
Avaya:Unified Communications Management,HARDWARE,a,altiris,asset_management_solution_documentation,UNKNOWN,0.9424,-0.100252782,-0.038242814,0.301511345,0.888708406,461,0,0,VENDOR,REJECT,application
Avaya:Unified Communications Management,HARDWARE,a,altiris,patch_management_solution_documentation,UNKNOWN,0.9347,-0.100252782,0.147552684,0.301511345,0.897265148,461,0,0,VENDOR,REJECT,application
Avaya:Unified Communications Management,HARDWARE,a,altiris,task_management_pack,UNKNOWN,0.9252,-0.100252782,0.228938807,0.301511345,0.713774253,461,0,0,VENDOR,REJECT,application
Avaya:Unified Communications Management,HARDWARE,a,altiris,computer_management,UNKNOWN,0.9245,-0.100252782,-0.02743388,0.301511345,0.820782682,461,0,0,VENDOR,REJECT,application
Avaya:Unified Communications Management,HARDWARE,a,altiris,resource_management,UNKNOWN,0.9159,-0.100252782,0.122517086,0.301511345,0.765604065,461,0,0,VENDOR,REJECT,application
Avaya:Unified Communications Management,HARDWARE,a,altiris,task_management,UNKNOWN,0.9139,-0.100252782,0.023938477,0.301511345,0.756177566,461,0,0,VENDOR,REJECT,application
Avaya:Unified Communications Management,HARDWARE,a,altiris,patch_management_agent,UNKNOWN,0.897,-0.100252782,0.234010951,0.301511345,0.753937035,461,0,0,VENDOR,REJECT,application
Avaya:Unified Communications Management,HARDWARE,a,altiris,package_rule_management,UNKNOWN,0.8952,-0.100252782,-0.03420573,0.301511345,0.718328527,461,0,0,VENDOR,REJECT,application
Avaya:Unified Communications Management,HARDWARE,a,altiris,inventory_rule_management,UNKNOWN,0.8822,-0.100252782,0.182978115,0.301511345,0.816223067,461,0,0,VENDOR,REJECT,application
Avaya:Unified Communications Management,HARDWARE,a,altiris,asset_management_report_pack,UNKNOWN,0.8813,-0.100252782,0.062039506,0.301511345,0.699913239,461,0,0,VENDOR,REJECT,application
Avaya:Unified Communications Management,HARDWARE,a,avaya,integrated_management,"Avaya, Inc.",0.9457,-0.110799685,0.074503261,1,0.795822426,712,52,0,VENDOR,HIGHEST,application
Avaya:Unified Communications Management,HARDWARE,a,avaya,basic_call_management_system_reporting_desktop,"Avaya, Inc.",0.9002,-0.110799685,0.132055179,1,0.786329497,712,52,0,VENDOR,HIGHEST,application
Avaya:Unified Communications Management,HARDWARE,a,avaya,call_management_system_server,"Avaya, Inc.",0.8896,-0.110799685,0.12699265,1,0.677111167,712,52,0,VENDOR,HIGHEST,application
Avaya:Unified Communications Management,HARDWARE,a,avaya,call_management_server_supervisor,"Avaya, Inc.",0.8794,-0.110799685,0,1,0.65714206,712,52,0,VENDOR,HIGHEST,application
Avaya:Unified Communications Management,HARDWARE,a,avaya,call_management_system_supervisor,"Avaya, Inc.",0.8718,-0.110799685,-0.198800368,1,0.739458877,712,52,0,VENDOR,HIGHEST,application
Avaya:Unified Communications Management,HARDWARE,a,sun,java_dynamic_management_kit,TWCERT/CC,0.9353,-0.116249005,0.137491633,0,0.833916038,1157,6,0,VENDOR,REJECT,application
